Commodity,Attribute,Country,1961/1962,1962/1963,1963/1964,1964/1965,1965/1966,1966/1967,1967/1968,1968/1969,1969/1970,1970/1971,1971/1972,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Ireland,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,1,2,3,2,2,3,4,3,4,4,4,3,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Italy,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,18,20,17,15.0,21.0,30.0,35.0,31.0,32.0,34.0,33.0,33.0,33.0,32.0,32.0,33.0,34.0,30.0,33.0,30.0,40.0,42.0,38.0,43.0,54.0,50.0,50.0,50.0,48.0,35.0,36.0,36.0,37.0,33.0,38.0,35.0,35.0,36.0,(1000 MT)
,,Liberia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,2,0,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Malaysia,0,0,0,6.0,9.0,12.0,10.0,18.0,27,42,13,5,0,0,0,25,0,0,0,0,2,2,15,42,54,64,107,70,100.0,140.0,154.0,360.0,513.0,589.0,595.0,643.0,674.0,720.0,770.0,728.0,871.0,988.0,941.0,951.0,1052.0,1071.0,1221.0,1240.0,1417.0,1301.0,1347.0,1355.0,1308.0,1418.0,1145.0,1342.0,1389.0,1400.0,1211.0,1210.0,1057.0,1237.0,1200.0,(1000 MT)
,,Mexico,0,0,0,11.0,11.0,12.0,12.0,12.0,13,13,14,8,5,14,14,7,4,4,4,5,5,0,0,0,0,0,0,0,0.0,0.0,50.0,100.0,120.0,10.0,8.0,29.0,14.0,43.0,40.0,41.0,46.0,41.0,20.0,36.0,48.0,50.0,42.0,68.0,67.0,64.0,70.0,70.0,72.0,90.0,87.0,89.0,93.0,79.0,97.0,95.0,160.0,100.0,115.0,(1000 MT)
,,Mozambique,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,6,5,9,10,13,13,14,20,15,17,20,20.0,20.0,20.0,20.0,17.0,17.0,10.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Netherlands,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,45,46,33,57,53.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Nigeria,0,0,0,18.0,0.0,13.0,2.0,3.0,4,4,5,2,14,18,16,11,11,10,30,30,50,51,28,32,55,75,33,33,35.0,35.0,45.0,50.0,50.0,58.0,55.0,50.0,45.0,42.0,42.0,44.0,45.0,45.0,81.0,86.0,85.0,93.0,95.0,95.0,95.0,95.0,90.0,91.0,101.0,97.0,95.0,99.0,101.0,105.0,107.0,107.0,108.0,110.0,115.0,(1000 MT)
,,Papua New Guinea,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Philippines,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,12.0,15.0,18.0,15.0,20.0,37.0,45.0,45.0,35.0,33.0,30.0,20.0,15.0,31.0,(1000 MT)
,,Poland,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,1,5,5,1,1,1,3,10,11,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Portugal,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,2,1,2,10,12,10,8,4,7,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Russia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,7.0,15.0,23.0,22.0,27.0,23.0,24.0,22.0,20.0,20.0,23.0,28.0,30.0,30.0,28.0,27.0,32.0,39.0,60.0,60.0,60.0,60.0,(1000 MT)
,,Saudi Arabia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,2,2,8,13,20,20,20.0,20.0,20.0,20.0,17.0,17.0,20.0,20.0,17.0,12.0,10.0,8.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,14.0,38.0,33.0,20.0,26.0,34.0,30.0,24.0,13.0,15.0,30.0,(1000 MT)
,,Sierra Leone,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Singapore,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,7,7,24,13,17,20,25.0,25.0,25.0,25.0,20.0,15.0,17.0,10.0,15.0,9.0,11.0,31.0,30.0,26.0,18.0,30.0,5.0,3.0,18.0,12.0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,(1000 MT)
,,South Africa,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,32.0,36.0,35.0,33.0,37.0,31.0,35.0,30.0,33.0,30.0,34.0,32.0,32.0,26.0,31.0,31.0,32.0,32.0,23.0,31.0,26.0,(1000 MT)
,,Spain,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,4,4,8,9,8,10,9,12,11,11,16,13,16,19,17,18,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Sweden,0,0,0,2.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0,0,3,3,4,4,5,0,1,2,3,1,1,4,4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Switzerland,0,0,0,2.0,2.0,4.0,2.0,3.0,0,0,0,0,4,4,3,4,3,3,4,4,3,4,3,3,3,3,2,2,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,(1000 MT)
,,Thailand,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,2,1,0,0,13,15,16.0,19.0,24.0,25.0,28.0,33.0,40.0,20.0,20.0,20.0,20.0,15.0,15.0,25.0,40.0,40.0,40.0,40.0,50.0,110.0,110.0,120.0,160.0,170.0,180.0,190.0,203.0,185.0,215.0,220.0,225.0,150.0,150.0,180.0,185.0,(1000 MT)
,,Togo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,4,3,7,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,(1000 MT)
,,Turkey,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Union of Soviet Socialist Repu,0,0,0,2.0,4.0,2.0,2.0,1.0,1,2,2,1,1,2,1,1,2,2,13,13,13,10,0,1,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United Kingdom,0,0,0,89.0,95.0,80.0,45.0,49.0,50,60,72,93,77,98,105,87,84,91,81,84,91,88,56,84,96,95,71,71,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United States,0,0,0,38.0,50.0,47.0,55.0,45.0,37,43,45,45,66,73,71,67,58,79,61,83,91,111,84,129,151,173,158,114,105.0,107.0,103.0,77.0,100.0,85.0,85.0,102.0,96.0,115.0,131.0,80.0,98.0,154.0,160.0,144.0,150.0,180.0,169.0,161.0,166.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,(1000 MT)
,Food Use Dom. Cons.,Belgium-Luxembourg,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Benin,0,0,1,1.0,4.0,3.0,3.0,0.0,4,0,9,8,10,17,23,25,20,19,21,18,24,24,24,24,24,24,24,24,24.0,30.0,29.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Brazil,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Cameroon,9,8,9,12.0,8.0,13.0,11.0,11.0,14,18,22,22,16,22,15,16,18,16,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Canada,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,China,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Colombia,0,0,0,0.0,1.0,1.0,1.0,2.0,3,4,4,5,4,6,5,6,8,3,4,4,4,5,6,6,7,7,12,14,13.0,10.0,11.0,12.0,12.0,5.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,22.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,(1000 MT)
,,Congo (Kinshasa),0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,15.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,(1000 MT)
,,Costa Rica,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,6.0,7.0,8.0,7.0,4.0,4.0,6.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,10.0,10.0,(1000 MT)
,,Cote d'Ivoire,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,11.0,12.0,12.0,12.0,12.0,15.0,16.0,18.0,19.0,26.0,25.0,25.0,24.0,27.0,32.0,33.0,35.0,35.0,35.0,41.0,35.0,(1000 MT)
,,Denmark,0,0,0,2.0,2.0,1.0,2.0,3.0,2,3,2,3,5,2,2,2,0,0,1,2,1,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Dominican Republic,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ecuador,0,0,0,0.0,0.0,0.0,4.0,2.0,2,1,1,1,5,2,12,3,3,6,4,5,6,6,5,6,8,8,6,5,9.0,10.0,11.0,11.0,12.0,14.0,13.0,14.0,16.0,18.0,17.0,17.0,17.0,17.0,14.0,21.0,21.0,35.0,38.0,41.0,35.0,45.0,35.0,30.0,26.0,40.0,38.0,34.0,34.0,36.0,38.0,39.0,40.0,40.0,40.0,(1000 MT)
,,EU-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,207.0,269.0,255.0,196.0,240.0,260.0,248.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,European Union,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,277.0,417.0,405.0,422.0,419.0,401.0,405.0,405.0,405.0,374.0,332.0,363.0,388.0,400.0,400.0,400.0,373.0,374.0,375.0,378.0,380.0,300.0,300.0,300.0,(1000 MT)
,,France,0,0,0,20.0,20.0,20.0,20.0,20.0,20,20,20,20,15,15,15,15,15,15,10,3,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,German Democratic Republic,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,6,6,3,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Germany,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Germany, Federal Republic of",0,0,0,36.0,37.0,22.0,40.0,40.0,40,0,0,0,27,30,15,20,10,15,20,20,0,73,79,71,73,83,116,177,150.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ghana,6,5,6,10.0,13.0,16.0,16.0,16.0,17,14,15,15,16,16,16,15,14,14,14,14,15,16,17,17,17,17,17,17,17.0,17.0,17.0,17.0,17.0,16.0,17.0,18.0,16.0,17.0,17.0,16.0,16.0,33.0,33.0,34.0,34.0,35.0,34.0,39.0,43.0,27.0,29.0,6.0,4.0,20.0,19.0,30.0,28.0,36.0,30.0,36.0,34.0,35.0,36.0,(1000 MT)
,,Guatemala,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,(1000 MT)
,,Guinea,0,0,0,6.0,7.0,7.0,8.0,9.0,10,10,12,10,11,12,13,11,14,13,9,14,11,11,11,13,15,15,15,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,(1000 MT)
,,Guinea-Bissau,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,(1000 MT)
,,Honduras,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,8.0,8.0,9.0,9.0,9.0,10.0,12.0,14.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,15.0,16.0,16.0,17.0,17.0,19.0,22.0,22.0,22.0,21.0,22.0,22.0,21.0,(1000 MT)
,,Hungary,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,India,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,25.0,25.0,50.0,40.0,95.0,90.0,88.0,101.0,159.0,132.0,143.0,37.0,18.0,20.0,30.0,20.0,30.0,25.0,40.0,46.0,(1000 MT)
,,Indonesia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,1,4,9,30,32,40,42,60,67,62,26,100,42,80,89,95.0,110.0,115.0,110.0,120.0,122.0,155.0,165.0,117.0,48.0,57.0,62.0,60.0,73.0,74.0,125.0,140.0,114.0,136.0,108.0,118.0,120.0,229.0,226.0,280.0,290.0,300.0,350.0,400.0,450.0,475.0,500.0,525.0,550.0,560.0,(1000 MT)
,,Iran,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,10.0,7.0,10.0,11.0,14.0,4.0,5.0,8.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,(1000 MT)
,,Ireland,0,0,0,1.0,2.0,2.0,2.0,2.0,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Italy,0,0,0,0.0,0.0,0.0,7.0,8.0,10,14,16,10,16,12,12,5,4,5,5,4,5,7,8,18,12,13,16,22,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,0,0,0,11.0,12.0,10.0,12.0,15.0,17,18,10,8,3,8,7,10,9,12,15,16,16,19,10,10,10,17,23,27,27.0,10.0,17.0,22.0,20.0,20.0,23.0,22.0,22.0,19.0,22.0,18.0,16.0,19.0,19.0,20.0,26.0,28.0,28.0,30.0,37.0,37.0,39.0,43.0,50.0,39.0,41.0,40.0,39.0,40.0,40.0,40.0,43.0,38.0,41.0,(1000 MT)
,,Liberia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,(1000 MT)
,,Malaysia,0,0,0,1.0,1.0,1.0,1.0,1.0,1,2,1,0,0,0,0,2,0,0,0,0,1,1,2,2,2,6,10,10,12.0,14.0,17.0,16.0,20.0,23.0,28.0,24.0,32.0,40.0,45.0,50.0,72.0,75.0,80.0,80.0,85.0,90.0,90.0,95.0,113.0,100.0,100.0,105.0,110.0,110.0,115.0,115.0,115.0,120.0,120.0,120.0,125.0,125.0,125.0,(1000 MT)
,,Mexico,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
