Commodity,Attribute,Country,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Taiwan,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,Domestic Consumption,Argentina,0.0,0.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,8.0,20.0,16.0,14.0,8.0,26.0,9.0,8.0,9.0,15.0,15.0,10.0,12.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,(1000 MT)
,,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,7.0,9.0,9.0,8.0,10.0,10.0,12.0,12.0,12.0,14.0,14.0,13.0,12.0,14.0,15.0,17.0,17.0,17.0,18.0,21.0,21.0,21.0,21.0,21.0,(1000 MT)
,,Belgium-Luxembourg,19.0,14.0,12.0,19.0,16.0,13.0,16.0,20.0,9.0,18.0,18.0,15.0,18.0,19.0,21.0,22.0,19.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,21.0,20.0,20.0,21.0,21.0,21.0,21.0,32.0,30.0,32.0,32.0,29.0,32.0,(1000 MT)
,,Brazil,68.0,54.0,46.0,4.0,13.0,5.0,17.0,6.0,16.0,3.0,3.0,20.0,1.0,3.0,3.0,2.0,3.0,3.0,15.0,5.0,5.0,4.0,12.0,11.0,12.0,11.0,14.0,13.0,17.0,15.0,10.0,10.0,10.0,9.0,11.0,12.0,13.0,12.0,8.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,(1000 MT)
,,Burkina Faso,14.0,15.0,16.0,16.0,16.0,20.0,17.0,17.0,17.0,19.0,19.0,19.0,15.0,30.0,38.0,35.0,46.0,40.0,40.0,40.0,40.0,50.0,46.0,53.0,51.0,48.0,48.0,62.0,42.0,65.0,69.0,69.0,60.0,46.0,46.0,47.0,75.0,69.0,72.0,55.0,71.0,79.0,75.0,76.0,76.0,76.0,76.0,84.0,117.0,114.0,125.0,130.0,(1000 MT)
,,Burma,73.0,78.0,88.0,89.0,110.0,108.0,85.0,80.0,102.0,133.0,139.0,136.0,171.0,143.0,139.0,133.0,94.0,100.0,99.0,71.0,91.0,81.0,70.0,105.0,112.0,106.0,108.0,110.0,123.0,129.0,134.0,178.0,163.0,175.0,168.0,170.0,195.0,225.0,243.0,244.0,232.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,280.0,235.0,250.0,(1000 MT)
,,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,20.0,20.0,19.0,22.0,40.0,47.0,47.0,52.0,52.0,53.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,(1000 MT)
,,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,21.0,21.0,28.0,28.0,28.0,(1000 MT)
,,Chad,5.0,6.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,18.0,13.0,24.0,24.0,24.0,24.0,34.0,21.0,31.0,23.0,21.0,19.0,31.0,31.0,31.0,31.0,31.0,32.0,29.0,32.0,32.0,32.0,32.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,(1000 MT)
,,China,234.0,230.0,265.0,264.0,224.0,229.0,272.0,322.0,368.0,391.0,393.0,434.0,592.0,794.0,679.0,776.0,738.0,643.0,772.0,822.0,769.0,1102.0,1465.0,1539.0,1592.0,1633.0,1925.0,2022.0,2116.0,2145.0,2239.0,2100.0,2222.0,2256.0,2050.0,2172.0,2234.0,2294.0,2476.0,2517.0,2651.0,2704.0,2757.0,2855.0,2807.0,2966.0,3091.0,3382.0,3567.0,3323.0,3418.0,3262.0,(1000 MT)
,,Congo (Kinshasa),26.0,28.0,35.0,36.0,36.0,34.0,35.0,35.0,34.0,38.0,39.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,73.0,57.0,57.0,44.0,44.0,41.0,38.0,41.0,38.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,(1000 MT)
,,Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,(1000 MT)
,,Dominican Republic,23.0,21.0,16.0,21.0,18.0,15.0,11.0,7.0,11.0,10.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,EU-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,186.0,167.0,171.0,148.0,156.0,142.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,European Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,142.0,156.0,147.0,118.0,117.0,112.0,107.0,103.0,85.0,88.0,91.0,77.0,76.0,74.0,81.0,73.0,76.0,74.0,73.0,68.0,68.0,67.0,54.0,57.0,(1000 MT)
,,Former Czechoslovakia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,France,257.0,229.0,223.0,307.0,256.0,222.0,251.0,263.0,193.0,215.0,206.0,173.0,138.0,126.0,127.0,141.0,108.0,103.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Gambia, The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,17.0,15.0,17.0,17.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,7.0,5.0,4.0,1.0,0.0,2.0,4.0,3.0,3.0,(1000 MT)
,,German Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Germany, Federal Republic of",68.0,47.0,32.0,33.0,34.0,30.0,32.0,32.0,27.0,23.0,24.0,20.0,20.0,16.0,15.0,17.0,19.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,(1000 MT)
,,Guinea,3.0,3.0,3.0,3.0,3.0,4.0,4.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Hong Kong,0.0,0.0,0.0,0.0,0.0,21.0,24.0,27.0,27.0,25.0,31.0,30.0,30.0,28.0,31.0,25.0,27.0,28.0,26.0,17.0,17.0,24.0,25.0,24.0,22.0,25.0,9.0,14.0,11.0,16.0,11.0,11.0,13.0,11.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,9.0,10.0,10.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,(1000 MT)
,,India,1060.0,1241.0,1310.0,1506.0,1351.0,1371.0,1433.0,1339.0,1177.0,1615.0,1281.0,1608.0,1520.0,1221.0,1360.0,1363.0,2080.0,1882.0,1740.0,1655.0,2030.0,1770.0,1910.0,1700.0,2108.0,1754.0,1675.0,1253.0,1414.0,1861.0,1416.0,1710.0,1494.0,1535.0,1372.0,1541.0,1434.0,1220.0,1228.0,1229.0,1063.0,1247.0,980.0,870.0,1060.0,1090.0,1150.0,1160.0,1170.0,1195.0,1060.0,1060.0,(1000 MT)
,,Indonesia,29.0,32.0,12.0,10.0,13.0,14.0,13.0,16.0,16.0,18.0,14.0,13.0,12.0,13.0,11.0,11.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,17.0,18.0,21.0,21.0,21.0,21.0,22.0,23.0,23.0,23.0,20.0,21.0,21.0,21.0,20.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,(1000 MT)
,,Italy,65.0,67.0,52.0,59.0,56.0,46.0,53.0,57.0,18.0,44.0,37.0,30.0,38.0,38.0,45.0,56.0,56.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,(1000 MT)
,,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,29.0,21.0,27.0,20.0,22.0,30.0,30.0,30.0,30.0,36.0,38.0,41.0,41.0,38.0,33.0,28.0,33.0,40.0,41.0,41.0,41.0,41.0,41.0,(1000 MT)
,,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,7.0,5.0,(1000 MT)
,,Mali,28.0,18.0,21.0,27.0,9.0,18.0,22.0,24.0,15.0,16.0,17.0,8.0,8.0,18.0,18.0,20.0,24.0,17.0,20.0,19.0,19.0,24.0,36.0,23.0,25.0,25.0,9.0,20.0,18.0,15.0,11.0,10.0,9.0,15.0,20.0,25.0,25.0,25.0,25.0,22.0,24.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,(1000 MT)
,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,(1000 MT)
,,Mozambique,7.0,13.0,5.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,10.0,14.0,14.0,14.0,17.0,24.0,18.0,17.0,18.0,17.0,17.0,18.0,15.0,17.0,16.0,18.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,(1000 MT)
,,Netherlands,5.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,9.0,2.0,2.0,2.0,1.0,12.0,9.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,9.0,9.0,8.0,7.0,7.0,6.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,(1000 MT)
,,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,10.0,18.0,24.0,18.0,13.0,12.0,11.0,31.0,31.0,40.0,40.0,40.0,43.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,56.0,59.0,(1000 MT)
,,Nigeria,11.0,89.0,140.0,144.0,119.0,112.0,124.0,104.0,69.0,56.0,54.0,68.0,75.0,35.0,33.0,30.0,30.0,71.0,37.0,46.0,47.0,40.0,37.0,47.0,42.0,123.0,140.0,145.0,243.0,226.0,235.0,245.0,263.0,263.0,243.0,236.0,236.0,243.0,280.0,280.0,278.0,230.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,(1000 MT)
,,Philippines,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Senegal,38.0,40.0,38.0,35.0,34.0,35.0,55.0,56.0,48.0,19.0,25.0,12.0,14.0,6.0,50.0,49.0,50.0,50.0,53.0,48.0,39.0,40.0,20.0,28.0,14.0,8.0,6.0,5.0,4.0,4.0,5.0,8.0,9.0,5.0,6.0,8.0,10.0,23.0,45.0,14.0,8.0,8.0,8.0,3.0,8.0,10.0,10.0,10.0,11.0,12.0,13.0,14.0,(1000 MT)
,,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,19.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,(1000 MT)
,,Spain,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Sudan,29.0,70.0,84.0,91.0,79.0,92.0,151.0,134.0,105.0,118.0,60.0,41.0,52.0,35.0,58.0,55.0,55.0,61.0,44.0,61.0,61.0,44.0,44.0,38.0,36.0,34.0,26.0,22.0,157.0,154.0,149.0,149.0,103.0,67.0,82.0,75.0,105.0,150.0,145.0,146.0,148.0,178.0,190.0,194.0,195.0,200.0,245.0,245.0,245.0,270.0,250.0,220.0,(1000 MT)
,,Sweden,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Switzerland,37.0,27.0,28.0,25.0,27.0,24.0,32.0,27.0,15.0,20.0,18.0,16.0,17.0,19.0,23.0,19.0,18.0,17.0,15.0,15.0,17.0,15.0,16.0,14.0,15.0,17.0,14.0,13.0,14.0,12.0,10.0,8.0,7.0,9.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,8.0,4.0,3.0,5.0,4.0,5.0,(1000 MT)
,,Taiwan,11.0,11.0,11.0,10.0,10.0,9.0,10.0,9.0,8.0,7.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,8.0,8.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,(1000 MT)
,,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,40.0,62.0,57.0,59.0,47.0,58.0,74.0,58.0,58.0,90.0,117.0,133.0,138.0,140.0,145.0,142.0,142.0,140.0,140.0,140.0,140.0,140.0,140.0,(1000 MT)
,,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,(1000 MT)
,,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,(1000 MT)
